post_date,blog_id,post_title,meta_additional,post_url,post_text,meta_email,blog_url
,2222,Turquoise and Peach,,http://www.hotpinkmomma.com/?p=658,This is a super simple look because its basically just winged out eyeliner and a bit of contouring. It took me less than 5 minutes to do. Hope you enjoy  Here are the finished eyes                   Maybelline Color Tattoo  Barely Branded  Lightly applied all over the lid up to the brow      Urban Decay 247 Glideon Eye Shadow Pencil  Clash  Using an angled eyeliner brush from the inner corner to the winged out edge      Urban Decay 247 Glideon Eye Shadow Pencil  Clash  Using an angled eyeliner brush and applied to the lower lash line      Any matte peach eyeshadow Mines from Artistik cosmetics  Using a fluffy brush blended through the crease connecting to the eyeliner.      Essence Get Big Lashes Mascara  2 coats on the top 1 coat on the bottom     Thats it Let me know what you think in a comment        Pin It    Tweet       Share this  Share   Facebook  Google 1  Twitter  Pinterest  Email,,www.hotpinkmomma.com
,2222,Smoked Peach Eyes,,http://www.hotpinkmomma.com/?p=537,Ive done this eye shadow look in several videos recently and had a lot of requests to do a tutorial. I think the peach colour really makes green eyes pop but it would look great on any eye colour. I think its something thats totally doable for daytime and alsoworks as a soft smokey eye for night time. Hope you enjoy  Here are the finished eyes            And heres how I did it       Maybelline Color Tattoo  Barely Branded Apply all over lid up to the brow and in the inner tear duct corner. This acts as an eye shadow base and also highlights the brow bone and inner corner.      NYX Jumbo Eye Shadow Pencil  Yogurt Apply all over the lid stopping at the crease. Do not apply to inner tear duct corner.      Urban Decay Eye Shadow  Chopper Pack onto the area you applied Yogurt with a flat ended brush.      Urban Decay Eye Shadow  Naked Using a fluffy brush blend through the crease and into outer corner.      Urban Decay Eye Shadow  Naked Drag under the lower lashes connecting to the outer V.      Urban Decay Eye Shadow  Buck Apply into outer V to deepen the colour and blend blend blend.      Essence Long Lasting Eye Pencil  Hot Chocolate Rim top and bottom water lines.      Hard Candy Stroke of Gorgeous  Oh Fudge Apply to top lash line and flare out at the edge.        Almay Get up and Grow Apply 2 coats to top lashes .  Hard Candy 1000 lashes Apply 1 coat to bottom lashes.     Hope you liked this look Let me know in a comment if you have any requests        Pin It    Tweet       Share this  Share   Facebook  Google 1  Twitter  Pinterest  Email,,www.hotpinkmomma.com
,2222,Painted Purple,,http://www.hotpinkmomma.com/?p=629,I recently picked up a new Maybelline color tattoo in Painted Purple. Its a very vibrant purple. Ive paired it with Tease from the Naked 2 palette and I really like the look. Hope you enjoy  Here are the finished eyes                   Naked 2 palette TeaseUsing a fluffy brush I blended it into the crease and slightly into outer V.      Maybelline color tattoo  Painted purpleUsing my finger I applied it all over the lid.      LOreal Infallible  Hourglass beigeUsing a flat brush I applied it to the inner corners and the brow bone.        Essence Get Big Lashes Mascara2 coats on the top 1 on the bottom.     I decided not to use eyeliner because I wanted the purple to shine through. This was a super quick and easy look to do. I cant wait to play around with this colour more        Pin It    Tweet       Share this  Share   Facebook  Google 1  Twitter  Pinterest  Email,,www.hotpinkmomma.com
,2222,The Body Shop HAUL,,http://www.hotpinkmomma.com/?p=706,Comments 0       Related Posts     About Allison                     Cancel Reply                  Comment Feed for this Post             Didnt find any related posts                    About Allison  44 posts    Nothing here     Allisons RSS Feed,,www.hotpinkmomma.com
,2222,Empties Likes  Dislikes,,http://www.hotpinkmomma.com/?p=651,Products mentioned Sebastien Trilliance Shampoo and Conditioner Batiste dry shampoo Bath and Body Works shower gel  candy apple Vitabath fresh citrus twist body gel Vitabath scumptious vanilla sugar Simple facial scrub Crest 3D white oral rinse Eucerin night cream Loreal revitalift night cream Philosophy hope in a jar Bath and body work warm vanilla sugar body lotion Hempz touch of summer Body Shop Hemp hand protector Rimmel stay matte powder Avon brightening concealer Sephora eyebrow pencil Revon colorstay liquid eye pen Essence felt tip eyeliner Essence get big lashes Almay get up and grow Mac lipgloss  nymphette       Pin It    Tweet       Share this  Share   Facebook  Google 1  Twitter  Pinterest  Email,,www.hotpinkmomma.com
,2222,Favourite Visalus Shake Recipes,,http://www.hotpinkmomma.com/?p=465,Here are some of my favourite Visalus Recipes  The ViSalus Strawberry Banana Smoothie 2 scoops of ViShape Mix 1 Cup Banana Sliced amp Frozen 12 cup Frozen Strawberries 2 Cups Low Fat Milk Soy Rice or Almond Milk 1 Packet ViSalus ShapeUp Health Flavor MixIn Strawberry PhytoPower 46 Ice Cubes  Blend and enjoy    ViSalus Butterfinger Shake 2 scoops of ViShape Mix 8 oz almond milk 1 tbsp butterscotch pudding mix 1 tbsp peanut butter 5 ice cubes  Blend    ViSalus Key Lime Pie Shake Recipe 2 scoops ViShape Mix 1 Graham Cracker processed  Add to shake at the end 2 tsp. Lime Jello 14 tsp. White Chocolate Pudding Mix 12 oz. NonFat Milk or Soy Rice or Almond Milk 34 Ice Cubes    ViSalus Peach Dream Shake Recipe 2 scoops ViShape Mix 34 Cup Low Fat Vanilla Yogurt 1 Cup Peach Slices frozen or canned 1 tsp. Vanilla Extract 8 oz. Water  5 Ice Cubes      The ViSalus Pistachio Shake Recipe 2 scoops ViShape Mix 810 oz Vanilla Almond Milk 1 Tbsp Pistachio Sugar Free Fat Free Pudding Mix powder only Blend with 46 Ice Cubes.    Visalus Mango Peach Shake Recipe 2 scoops ViShape Mix 4 oz. Unsweetened Coconut Milk 4 oz. Orange juice 46 Ice Cubes Mediumsized Mango peeled and cubed Blend well.    Hope you enjoy  For more information or to order check out httpwww.allisonmk.bodybyvi.com        Pin It    Tweet       Share this  Share   Facebook  Google 1  Twitter  Pinterest  Email,,www.hotpinkmomma.com
,2222,Pink and Green Spring Eyeshadow,,http://www.hotpinkmomma.com/?p=516,Wow it has been a very LONG time since Ive made a blog post. Honestly I think I was just unsure of the direction I wanted it to go with my site. Ive recently become more and more interested in the beauty world makeup hair nail and skin care. I even started a second YouTube channel devoted to it httpwww.youtube.comAllisonsVanity . Ive been enjoying it so much that I decided I want to bring it over to this blog. I experiment with new makeup looks and new products so often that I dont always have the time to make a video about it. So I figured why not share what I can here as well Its a lot faster for me to type a blog than to film and edit a video.  If you are not interested in this topic and the direction Im going to take this blog I apologize. But for those of you who are I hope you can share in this newfound passionfor beauty that I have So I thought Id kick off this new start to my blog with a fun pink and green spring eyeshadow look. Ive been in love with the Maybelline color tattoo in Inked in Pink. Ive found it so versatile and it inspired this look. All products used are listed below.    Here are the finished eyes             And heres how I did it       Avon eye primer  all over the lids Maybelline color tattoo Inked in Pink  All over the lid up to the crease      Wet n Wild Comfort Zone green eyelid  Blend into outer corner of lid and outer part of the crease      LOreal Infallible Hourglass beige  inner tear duct corner and on brow bone under eyebrow      Avon Big Color Eye Pencil celadon  smudged into upper lash line and winged out at the edges    Almay Get up and Grow Mascara  2 coats on the topHard Candy 1000 lashes  1 coat on the bottom        Hope you liked this simple and fun spring eye shadow look. Let me know what you think in a comment  And dont forget to check out my beauty channel if you havent already httpwww.youtube.comAllisonsVanity        Pin It    Tweet       Share this  Share   Facebook  Google 1  Twitter  Pinterest  Email,,www.hotpinkmomma.com
,2222,Visalus Week 5 Results,,http://www.hotpinkmomma.com/?p=450,Comments 2      Pings 1     Related Posts     About Allison                       1 written by Deb  1 year ago                                   Absolutely amazing. Youve done so well and you look great.            Reply  Quote                 Cancel Reply                  Comment Feed for this Post             Herlag Hochstuhl             Turquoise and Peach   Bad to the Bronze and Barely Branded My goto Winter look   Smoked Peach Eyes   Pink and Green Spring Eyeshadow   My 60 Pound Weightloss Before and After   Gluten Free Toddler Snacks   Favourite Visalus Shake Recipes   YouTube This Week   Favourite Weight Watcher Snacks   YouTube This Week                    About Allison  44 posts    Nothing here     Allisons RSS Feed,,www.hotpinkmomma.com
,2222,Day in the Life with 2 Girlies Part 1,,http://www.hotpinkmomma.com/?p=56,Comments 0       Related Posts     About Allison                     Cancel Reply                  Comment Feed for this Post               Turquoise and Peach   Bad to the Bronze and Barely Branded My goto Winter look   Smoked Peach Eyes   Pink and Green Spring Eyeshadow   Gluten Free Toddler Snacks   Favourite Visalus Shake Recipes   Visalus Week 5 Results   YouTube This Week   Favourite Weight Watcher Snacks   YouTube This Week                    About Allison  44 posts    Nothing here     Allisons RSS Feed,,www.hotpinkmomma.com
,2222,My 60 Pound Weightloss Before and After,,http://www.hotpinkmomma.com/?p=492,Comments 5       Related Posts     About Allison                       1 written by LaTOnya Niang  1 year ago                                   Hello I recently purchased body by Vi on Amazon. Today is my second day I am excited. I am afraid that I am not adding the proper meal thus effecting my results with the shake. I also want to possibly be on a team that would allow me to share Body by Vi with others. Any suggestions            Reply  Quote                   2 written by Allison  1 year ago                                   Hi Thats awesome to hear that you are trying it out I can definitely try to help you out. And you are more than welcome to join my body by vi team if you like. There are so many awesome people in my team supporting me. Im going to give you my email address because it will be easier to communicate with you there allisonhotpinkmomma.com . Let me know what kind of meals youve been eating and I can try to help guide you in the right direction. Also are you doing one shake a day or two            Reply  Quote                     3 written by Melissa  1 year ago                                   Allison Im new to the Vi craze and have a few questions. Id like to loose 50lbs if possible. How quickly did you loose your weight Were you also doing exercise or other activities I work 40 hours a week and have two older kids who play sports. It seems we are always on the road going to a game or to practice. Fast food has been an easy fix. One that I must break the habit of Anyhow curious how quickly you lost your weight and if you were also doing exercise. You look terrific Thanks for the inspiration. I must get off my tail and drop some pounds            Reply  Quote                   4 written by Allison  1 year ago                                   Hi Melissa  I also have 2 kids so I can totally relate. It took me 7 months to lose the 60 pounds although the first 50 came off within 5 months. Yes I am currently excersing although I started off totally inactive. Its been a gradual process. But Ive known a lot of people who lost their weight with no exercise at all If you are curious step by step of how I got here I recorded a YouTube video every single week of my progess on my channel httpwww.youtube.comallharr . And if you have any more questions or want to chat more feel free to email me at allisonhotpinkmomma.com . I just find it easier to communicate via email. Best of luck to you            Reply  Quote                     5 written by Ellie  1 year ago                                   I have been on visalus for 2 weeks and havent lost a pound What are you eatin other than the shakes            Reply  Quote                 Cancel Reply                  Comment Feed for this Post               Favourite Visalus Shake Recipes   Visalus Week 5 Results   YouTube This Week   Favourite Weight Watcher Snacks   YouTube This Week   Planet Wise and Portion Control   YouTube This Week   P90X Diary Weeks 1 and 2   P90X Lean Schedule Modified   Sister Weight Loss Week 1 The Beginning                    About Allison  44 posts    Nothing here     Allisons RSS Feed,,www.hotpinkmomma.com
